"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"23270",35267,"Ailanthus","24/06/2011 10:13","Medio (4 - 8 mts)",110,"Grande",-68.8520348686,-32.8827101392,1,"Parque Central",1655357.93265,"0","medio"
"30853",46794,"Fresno americano","07/09/2011 10:59","Medio (4 - 8 mts)",123,"Grande",-68.8320955768,-32.8718699548,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"280",437,"Paraiso sombrilla","06/03/2012 11:19","Bajo (2 - 4 mts)",80,"Grande",-68.8176214761,-32.8680311954,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"8008",12211,"Paraiso","18/01/2011 14:03","Medio (4 - 8 mts)",140,"Grande",-68.8466265136,-32.8681710043,6,"Residencial Norte",2694682.37982,"0","medio"
"26357",39850,"Morera","03/05/2011 13:22","Alto (> 8 mts)",150,"Grande",-68.8441820375,-32.8734797853,6,"Residencial Norte",2694682.37982,"0","medio"
"3752",5773,"Morera","06/05/2011 10:35","Muy bajo (1 - 2 mts)",5,"Chico",-68.8397530782,-32.8788718045,1,"Parque Central",1655357.93265,"0","bajo"
"16913",25765,"Acer","03/02/2011 09:40","Alto (> 8 mts)",150,"Grande",-68.842043368,-32.9038783632,2,"Barrio Civico",2366816.36021,"0","medio"
"23774",36023,"Morera","18/03/2011 11:11","Alto (> 8 mts)",140,"Grande",-68.8560298261,-32.8753515658,6,"Residencial Norte",2694682.37982,"0","medio"
"9511",14557,"Aguaribay","15/12/2011 08:10","Medio (4 - 8 mts)",90,"Grande",-68.8792763814,-32.867004215,8,"Aeroparque",2203364.73622,"1","medio"
"22109",33546,"Morera","30/05/2011 10:51","Alto (> 8 mts)",146,"Grande",-68.8548088159,-32.8879057587,5,"Residencial Sur",2423808.92355,"0","medio"
"21749",33015,"Morera","18/05/2011 13:24","Alto (> 8 mts)",166,"Grande",-68.851331453,-32.888331921,5,"Residencial Sur",2423808.92355,"0","alto"
"16640",25340,"Fresno europeo","09/02/2011 09:46","Alto (> 8 mts)",155,"Grande",-68.8400379995,-32.9003786101,2,"Barrio Civico",2366816.36021,"0","medio"
"27042",40915,"Pltano","11/04/2011 16:20","Medio (4 - 8 mts)",42,"Mediano",-68.8387353035,-32.8861499665,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"23249",35237,"Morera","22/03/2011 11:36","Alto (> 8 mts)",96,"Grande",-68.8539917906,-32.8820558182,6,"Residencial Norte",2694682.37982,"0","medio"
"5753",8831,"Fresno europeo","31/01/2011 11:42","Bajo (2 - 4 mts)",20,"Chico",-68.8537198205,-32.8687539289,6,"Residencial Norte",2694682.37982,"0","bajo"
"30608",46433,"Morera","16/08/2011 13:03","Alto (> 8 mts)",115,"Grande",-68.8319223682,-32.8667772008,4,"Cuarta Oeste",1173332.70145,"0","medio"
"10471",16149,"Morera","21/07/2011 09:17","Alto (> 8 mts)",142,"Grande",-68.8454282726,-32.8733899033,6,"Residencial Norte",2694682.37982,"0","medio"
"18753",28534,"Morera","21/02/2011 10:19","Alto (> 8 mts)",103,"Grande",-68.8485450603,-32.8890515405,5,"Residencial Sur",2423808.92355,"0","medio"
"17416",26531,"Morera","21/10/2011 13:50","Medio (4 - 8 mts)",120,"Grande",-68.8310074501,-32.8902040476,3,"Parque O'Higgins",1531146.02653,"0","medio"
"4776",7319,"Caducifolio","22/06/2011 09:52","Medio (4 - 8 mts)",100,"Grande",-68.8612437613,-32.9012347086,5,"Residencial Sur",2423808.92355,"0","medio"
"19084",29050,"Olmo comun","18/04/2011 12:09","Medio (4 - 8 mts)",95,"Grande",-68.8439524257,-32.8864985065,1,"Parque Central",1655357.93265,"0","medio"
"26173",39564,"Fresno europeo","28/10/2010 11:46","Medio (4 - 8 mts)",70,"Grande",-68.8500517364,-32.8690234243,6,"Residencial Norte",2694682.37982,"0","bajo"
"23643",35832,"Fresno europeo","03/03/2011 13:06","Medio (4 - 8 mts)",107,"Grande",-68.8543870487,-32.8735118316,6,"Residencial Norte",2694682.37982,"0","medio"
"13726",21002,"Fresno europeo","22/06/2011 09:31","Alto (> 8 mts)",160,"Grande",-68.8626382153,-32.9013055477,5,"Residencial Sur",2423808.92355,"0","medio"
"4320",6633,"Prunas","11/05/2011 11:06","Medio (4 - 8 mts)",52,"Mediano",-68.8576794926,-32.8928943208,5,"Residencial Sur",2423808.92355,"0","bajo"
"6666",10193,"Morera","17/12/2010 10:25","Alto (> 8 mts)",70,"Grande",-68.8518628642,-32.8711202329,6,"Residencial Norte",2694682.37982,"0","bajo"
"13314",20414,"Morera","23/05/2011 11:39","Alto (> 8 mts)",123,"Grande",-68.8608856319,-32.8935296184,5,"Residencial Sur",2423808.92355,"1","medio"
"14517",22166,"Morera","18/05/2011 10:56","Alto (> 8 mts)",98,"Grande",-68.8540704559,-32.8991281784,5,"Residencial Sur",2423808.92355,"0","medio"
"10054",15480,"Morera","21/11/2011 13:08","Muy bajo (1 - 2 mts)",16,"Chico",-68.8601417948,-32.8716022518,7,"Residencial Parque",1786336.08966,"0","bajo"
"25305",38279,"Morera","02/12/2010 11:59","Alto (> 8 mts)",180,"Grande",-68.8455936013,-32.8717350651,6,"Residencial Norte",2694682.37982,"0","alto"
"22733",34447,"Fresno europeo","09/03/2011 12:09","Medio (4 - 8 mts)",90,"Grande",-68.850410581,-32.8747432717,6,"Residencial Norte",2694682.37982,"0","medio"
"19914",30254,"Morera","09/03/2011 13:32","Alto (> 8 mts)",110,"Grande",-68.8428726816,-32.8900838608,2,"Barrio Civico",2366816.36021,"0","medio"
"15540",23649,"Morera","20/01/2011 19:48","Medio (4 - 8 mts)",116,"Grande",-68.8483276558,-32.8997787667,2,"Barrio Civico",2366816.36021,"0","medio"
"9808",15076,"Acacia SP","17/11/2011 12:08","Muy bajo (1 - 2 mts)",1,"Chico",-68.8590208842,-32.8696076606,6,"Residencial Norte",2694682.37982,"0","bajo"
"31156",47278,"Fresno europeo","20/09/2011 11:24","Alto (> 8 mts)",175,"Grande",-68.8307294861,-32.8730103975,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"20322",30873,"Fresno americano","15/02/2011 13:30","Medio (4 - 8 mts)",40,"Mediano",-68.855099651,-32.8654095392,6,"Residencial Norte",2694682.37982,"0","bajo"
"7656",11684,"Paraiso","27/01/2011 10:20","Alto (> 8 mts)",190,"Grande",-68.850050831,-32.8678117565,6,"Residencial Norte",2694682.37982,"0","alto"
"8809",13450,"Morera","02/02/2011 09:44","Alto (> 8 mts)",104,"Grande",-68.8520488924,-32.8646513082,6,"Residencial Norte",2694682.37982,"0","medio"
"5349",8185,"Acacia SP","11/03/2011 10:08","Alto (> 8 mts)",133,"Grande",-68.8412402845,-32.8921714832,2,"Barrio Civico",2366816.36021,"0","medio"
"1517",2308,"Morera","04/11/2011 10:46","Bajo (2 - 4 mts)",35,"Mediano",-68.8396881279,-32.892925966,2,"Barrio Civico",2366816.36021,"0","bajo"
"20463",31081,"Morera","09/02/2011 09:42","Alto (> 8 mts)",160,"Grande",-68.8545525326,-32.8651537652,6,"Residencial Norte",2694682.37982,"0","medio"
"9942",15314,"Morera","17/11/2011 12:45","Medio (4 - 8 mts)",95,"Grande",-68.8592933967,-32.8706366721,6,"Residencial Norte",2694682.37982,"0","medio"
"7457",11381,"Morera","28/01/2011 13:18","Medio (4 - 8 mts)",92,"Grande",-68.8495682115,-32.9014771541,2,"Barrio Civico",2366816.36021,"0","medio"
"3835",5893,"Paraiso","14/04/2011 12:24","Alto (> 8 mts)",81,"Grande",-68.8455320419,-32.8830664337,1,"Parque Central",1655357.93265,"0","medio"
"29016",43986,"Fresno europeo","14/10/2011 12:18","Alto (> 8 mts)",180,"Grande",-68.833687883,-32.8859974724,3,"Parque O'Higgins",1531146.02653,"1","alto"
"11552",17814,"Paraiso","21/07/2011 12:40","Alto (> 8 mts)",90,"Grande",-68.8432304576,-32.8696014051,4,"Cuarta Oeste",1173332.70145,"0","medio"
"8359",12763,"Fresno europeo","21/01/2011 12:40","Medio (4 - 8 mts)",80,"Grande",-68.8480145516,-32.8643014655,6,"Residencial Norte",2694682.37982,"0","bajo"
"27043",40916,"Pltano","11/04/2011 16:19","Alto (> 8 mts)",178,"Grande",-68.8389098527,-32.8861173221,3,"Parque O'Higgins",1531146.02653,"0","alto"
"28452",43125,"Morera","04/10/2011 08:51","Alto (> 8 mts)",200,"Grande",-68.8283067634,-32.8779585462,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"5878",9016,"Paraiso sombrilla","11/01/2011 11:41","Bajo (2 - 4 mts)",35,"Mediano",-68.8454068351,-32.8663368597,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"25308",38284,"Fresno europeo","01/12/2010 11:55","Alto (> 8 mts)",120,"Grande",-68.8456430782,-32.8713369209,6,"Residencial Norte",2694682.37982,"0","medio"
"27262",41246,"Morera","15/04/2011 10:41","Alto (> 8 mts)",170,"Grande",-68.8393938739,-32.8810277586,1,"Parque Central",1655357.93265,"1","alto"
"10503",16209,"Fresno europeo","14/07/2011 12:19","Bajo (2 - 4 mts)",20,"Chico",-68.8436415539,-32.8684797292,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"7584",11574,"Paraiso","10/05/2010 11:56","Medio (4 - 8 mts)",146,"Grande",-68.8518335174,-32.8671255573,6,"Residencial Norte",2694682.37982,"0","medio"
"30580",46392,"Fresno europeo","19/08/2011 11:51","Medio (4 - 8 mts)",90,"Grande",-68.8328184599,-32.8667263963,4,"Cuarta Oeste",1173332.70145,"0","medio"
"29021",43991,"Fresno europeo","17/10/2011 09:03","Muy bajo (1 - 2 mts)",8,"Chico",-68.8331636478,-32.8860229133,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"10830",16709,"Paraiso","22/07/2011 09:14","Alto (> 8 mts)",160,"Grande",-68.840266832,-32.8635668504,4,"Cuarta Oeste",1173332.70145,"0","medio"
"4058",6255,"Morera","14/07/2011 09:23","Muy bajo (1 - 2 mts)",10,"Chico",-68.8544589543,-32.8852209098,5,"Residencial Sur",2423808.92355,"0","bajo"
"13976",21354,"Morera","09/05/2011 09:05","Medio (4 - 8 mts)",20,"Chico",-68.8532235676,-32.8931935613,5,"Residencial Sur",2423808.92355,"0","bajo"
"13619",20841,"Morera","27/05/2011 09:47","Medio (4 - 8 mts)",24,"Mediano",-68.8597682653,-32.8948250672,5,"Residencial Sur",2423808.92355,"0","bajo"
"28832",43698,"Morera","11/10/2011 09:45","Medio (4 - 8 mts)",25,"Mediano",-68.8312133539,-32.8834930493,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"28125",42609,"Morera","29/09/2011 10:49","Alto (> 8 mts)",168,"Grande",-68.8291300281,-32.8766072241,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"2180",3292,"Morera","30/09/2011 13:44","Alto (> 8 mts)",110,"Grande",-68.8293088271,-32.8767131908,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"21640",32837,"Morera","13/06/2011 09:52","Medio (4 - 8 mts)",140,"Grande",-68.8504042394,-32.8863036412,5,"Residencial Sur",2423808.92355,"1","medio"
"30003",45518,"Morera","19/09/2011 10:44","Medio (4 - 8 mts)",96,"Grande",-68.8219642248,-32.8723263594,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"3980",6131,"Pltano","02/05/2011 15:17","Alto (> 8 mts)",178,"Grande",-68.8374172706,-32.8826171133,1,"Parque Central",1655357.93265,"1","alto"
"27713",41956,"Morera","19/04/2011 11:14","Medio (4 - 8 mts)",85,"Grande",-68.8389299846,-32.87884227,1,"Parque Central",1655357.93265,"0","medio"
"6179",9445,"Fresno americano","11/02/2011 10:26","Bajo (2 - 4 mts)",40,"Mediano",-68.8560389034,-32.8647991515,6,"Residencial Norte",2694682.37982,"0","bajo"
"11310",17443,"Morera","29/07/2011 09:54","Alto (> 8 mts)",152,"Grande",-68.8347200372,-32.8671375566,4,"Cuarta Oeste",1173332.70145,"1","medio"
"26922",40724,"Pltano","18/04/2011 09:19","Alto (> 8 mts)",195,"Grande",-68.8431050838,-32.8853352554,1,"Parque Central",1655357.93265,"0","alto"
"9578",14668,"Paraiso sombrilla","15/12/2011 17:20","Muy bajo (1 - 2 mts)",16,"Chico",-68.8818637682,-32.8672761577,8,"Aeroparque",2203364.73622,"0","bajo"
"9397",14388,"Fresno europeo","02/12/2011 10:25","Muy bajo (1 - 2 mts)",12,"Chico",-68.8781140149,-32.8672226399,8,"Aeroparque",2203364.73622,"0","bajo"
"18534",28208,"Morera","14/03/2011 18:21","Alto (> 8 mts)",114,"Grande",-68.8480355753,-32.8934987679,2,"Barrio Civico",2366816.36021,"0","medio"
"8583",13108,"Olmo bola","16/02/2011 12:34","Bajo (2 - 4 mts)",50,"Mediano",-68.8456096388,-32.8660611707,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"14072",21493,"Fresno americano","11/05/2011 10:44","Medio (4 - 8 mts)",22,"Mediano",-68.8574720579,-32.8929394036,5,"Residencial Sur",2423808.92355,"0","bajo"
"9113",13920,"Caducifolio","30/11/2011 12:15","Medio (4 - 8 mts)",45,"Mediano",-68.8756442519,-32.86609121,8,"Aeroparque",2203364.73622,"0","bajo"
"17119",26075,"Fresno americano","04/11/2011 17:34","Bajo (2 - 4 mts)",120,"Grande",-68.8335996529,-32.8861117753,3,"Parque O'Higgins",1531146.02653,"0","medio"
"2336",3537,"Fresno europeo","05/09/2011 10:42","Medio (4 - 8 mts)",70,"Grande",-68.8336279719,-32.8690942811,4,"Cuarta Oeste",1173332.70145,"1","bajo"
"30140",45733,"Morera","24/08/2011 11:27","Medio (4 - 8 mts)",215,"Grande",-68.8220000635,-32.8687205986,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"17524",26702,"Morera","09/11/2011 10:26","Alto (> 8 mts)",145,"Grande",-68.8325787349,-32.8929072642,3,"Parque O'Higgins",1531146.02653,"1","medio"
"14847",22644,"Fresno europeo","22/06/2011 08:59","Alto (> 8 mts)",175,"Grande",-68.8601018864,-32.9015531891,5,"Residencial Sur",2423808.92355,"0","alto"
"4663",7147,"Acer","15/06/2011 11:38","Medio (4 - 8 mts)",53,"Mediano",-68.8532125408,-32.8993830677,5,"Residencial Sur",2423808.92355,"0","bajo"
"30629",46464,"Morera","17/08/2011 09:16","Alto (> 8 mts)",210,"Grande",-68.8318878784,-32.8678391027,4,"Cuarta Oeste",1173332.70145,"0","alto"
"30991",47009,"lamo blanco","08/09/2011 13:01","Alto (> 8 mts)",140,"Grande",-68.8318766394,-32.8708427043,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"12020",18482,"Paraiso","07/07/2011 11:02","Alto (> 8 mts)",94,"Grande",-68.8384800398,-32.8742829986,4,"Cuarta Oeste",1173332.70145,"0","medio"
"30139",45731,"Morera","24/08/2011 11:29","Medio (4 - 8 mts)",140,"Grande",-68.8219035013,-32.8687243421,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"24854",37619,"Fresno europeo","13/12/2010 11:40","Medio (4 - 8 mts)",65,"Grande",-68.8505174437,-32.8720641058,6,"Residencial Norte",2694682.37982,"0","bajo"
"13480",20644,"Acer","03/06/2011 14:22","Alto (> 8 mts)",130,"Grande",-68.8598397892,-32.8968470992,5,"Residencial Sur",2423808.92355,"0","medio"
"2396",3630,"Fresno europeo","23/08/2011 11:36","Medio (4 - 8 mts)",95,"Grande",-68.8235591868,-32.869432355,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"23844",36118,"Morera","05/04/2011 10:43","Medio (4 - 8 mts)",135,"Grande",-68.8552250907,-32.8772631293,6,"Residencial Norte",2694682.37982,"0","medio"
"5828",8945,"Fresno europeo","20/01/2011 13:28","Muy bajo (1 - 2 mts)",5,"Chico",-68.84819221,-32.8685216319,6,"Residencial Norte",2694682.37982,"0","bajo"
"1995",3033,"Fresno europeo","15/09/2011 12:42","Muy bajo (1 - 2 mts)",10,"Chico",-68.8276869815,-32.8726716447,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"6379",9731,"Fresno europeo","19/01/2011 11:26","Medio (4 - 8 mts)",70,"Grande",-68.8472577591,-32.8627971372,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"12187",18754,"Morera","06/07/2011 12:18","Alto (> 8 mts)",150,"Grande",-68.8368935231,-32.8727146284,4,"Cuarta Oeste",1173332.70145,"0","medio"
"12206",18779,"Paraiso","08/07/2011 13:32","Alto (> 8 mts)",160,"Grande",-68.8386635441,-32.8729061686,4,"Cuarta Oeste",1173332.70145,"0","medio"
"14817",22598,"Paraiso","23/06/2011 11:39","Alto (> 8 mts)",180,"Grande",-68.86160999,-32.9004795783,5,"Residencial Sur",2423808.92355,"0","alto"
"20970",31844,"Pltano","30/06/2011 13:17","Alto (> 8 mts)",180,"Grande",-68.8613823136,-32.889905074,5,"Residencial Sur",2423808.92355,"0","alto"
"9982",15377,"lamo blanco","15/11/2011 14:06","Bajo (2 - 4 mts)",40,"Mediano",-68.8606489626,-32.8697507163,7,"Residencial Parque",1786336.08966,"0","bajo"
"6104",9340,"Fresno europeo","18/02/2011 09:54","Medio (4 - 8 mts)",112,"Grande",-68.8466013628,-32.8660989373,4,"Cuarta Oeste",1173332.70145,"0","medio"
"28809",43656,"Fresno europeo","13/10/2011 18:14","Medio (4 - 8 mts)",110,"Grande",-68.8346496204,-32.881142095,3,"Parque O'Higgins",1531146.02653,"0","medio"
"295",458,"Morera","07/03/2012 11:18","Medio (4 - 8 mts)",170,"Grande",-68.82154466,-32.8681163268,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"26694",40385,"Braquiquito","08/04/2011 12:56","Medio (4 - 8 mts)",30,"Mediano",-68.8441008104,-32.8816475865,1,"Parque Central",1655357.93265,"0","bajo"
"31823",48270,"Morera","31/08/2011 10:45","Medio (4 - 8 mts)",55,"Mediano",-68.8280282037,-32.8694801699,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"3348",5133,"Acacia SP","08/08/2011 11:12","Bajo (2 - 4 mts)",16,"Chico",-68.8433560592,-32.8694645518,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"17823",27140,"Pltano","27/10/2011 10:35","Alto (> 8 mts)",300,"Grande",-68.838738934,-32.8896326077,3,"Parque O'Higgins",1531146.02653,"0","muy alto"
"4997",7654,"Morera","30/05/2011 09:51","Medio (4 - 8 mts)",150,"Grande",-68.8563293996,-32.8848703078,5,"Residencial Sur",2423808.92355,"0","medio"
"5559",8516,"Morera","10/02/2011 09:17","Alto (> 8 mts)",48,"Mediano",-68.8379405044,-32.8966655775,2,"Barrio Civico",2366816.36021,"0","bajo"
"28139",42629,"Fresno europeo","26/09/2011 09:14","Alto (> 8 mts)",117,"Grande",-68.8281562071,-32.8755268616,4,"Cuarta Este Área Fundacional",1822015.85685,"1","medio"
"28213",42732,"Pltano","26/09/2011 11:09","Alto (> 8 mts)",250,"Grande",-68.8278659801,-32.8771254072,4,"Cuarta Este Área Fundacional",1822015.85685,"0","muy alto"
"21692",32930,"Morera","19/05/2011 09:43","Alto (> 8 mts)",150,"Grande",-68.8506120776,-32.8873491699,5,"Residencial Sur",2423808.92355,"0","medio"
"12733",19544,"Morera","26/07/2011 10:12","Medio (4 - 8 mts)",80,"Grande",-68.8374544606,-32.8705910368,4,"Cuarta Oeste",1173332.70145,"1","bajo"
"534",826,"Aguaribay","15/12/2011 08:18","Medio (4 - 8 mts)",100,"Grande",-68.8821226511,-32.8670870377,8,"Aeroparque",2203364.73622,"0","medio"
"20051",30462,"Pltano","18/02/2011 13:53","Alto (> 8 mts)",240,"Grande",-68.840545802,-32.8882494402,3,"Parque O'Higgins",1531146.02653,"0","alto"
"24025",36392,"Fresno europeo","21/03/2011 12:34","Medio (4 - 8 mts)",65,"Grande",-68.8516266501,-32.8794255582,6,"Residencial Norte",2694682.37982,"1","bajo"
"20872",31705,"lamo criollo","18/05/2011 10:24","Alto (> 8 mts)",180,"Grande",-68.8617452164,-32.8900135823,5,"Residencial Sur",2423808.92355,"0","alto"
"31643",47998,"Olmo comun","29/08/2011 09:14","Alto (> 8 mts)",160,"Grande",-68.825745432,-32.8692414885,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"26872",40650,"Morera","13/04/2011 09:55","Alto (> 8 mts)",195,"Grande",-68.84342543,-32.8851159145,1,"Parque Central",1655357.93265,"0","alto"
"5463",8363,"Fresno europeo","03/02/2011 16:32","Bajo (2 - 4 mts)",58,"Mediano",-68.8398142925,-32.9017426661,2,"Barrio Civico",2366816.36021,"0","bajo"
"3592",5515,"Fresno europeo","27/04/2011 13:18","Medio (4 - 8 mts)",40,"Mediano",-68.8382966023,-32.8765338738,1,"Parque Central",1655357.93265,"0","bajo"
"20026",30421,"Fresno europeo","21/02/2011 12:38","Bajo (2 - 4 mts)",6,"Chico",-68.8422142082,-32.8889101546,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"16686",25410,"Morera","14/02/2011 12:46","Alto (> 8 mts)",114,"Grande",-68.8368299445,-32.9006520762,2,"Barrio Civico",2366816.36021,"0","medio"
"22198",33668,"Morera","13/05/2011 10:55","Alto (> 8 mts)",160,"Grande",-68.8562203076,-32.8874229292,5,"Residencial Sur",2423808.92355,"0","medio"
"9222",14109,"Paraiso","02/12/2011 07:37","Alto (> 8 mts)",100,"Grande",-68.8771358395,-32.86866451,8,"Aeroparque",2203364.73622,"0","medio"
"16575",25236,"Fresno europeo","09/02/2011 09:08","Medio (4 - 8 mts)",108,"Grande",-68.8386494649,-32.8974833925,2,"Barrio Civico",2366816.36021,"0","medio"
"16481",25074,"Fresno europeo","14/02/2011 18:05","Medio (4 - 8 mts)",68,"Grande",-68.8364053994,-32.8969465994,2,"Barrio Civico",2366816.36021,"0","bajo"
"2177",3288,"Morera","03/10/2011 08:03","Bajo (2 - 4 mts)",46,"Mediano",-68.8283535645,-32.876755778,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"18811",28627,"Morera","23/02/2011 11:58","Alto (> 8 mts)",180,"Grande",-68.8476212894,-32.8910118528,2,"Barrio Civico",2366816.36021,"0","alto"
"5430",8316,"Morera","15/03/2011 13:24","Muy bajo (1 - 2 mts)",12,"Chico",-68.8445539877,-32.8941314529,2,"Barrio Civico",2366816.36021,"0","bajo"
"27996",42413,"Morera","28/09/2011 11:25","Alto (> 8 mts)",130,"Grande",-68.8331276583,-32.8752849841,4,"Cuarta Este Área Fundacional",1822015.85685,"1","medio"
"21103",32034,"Pltano","09/06/2011 13:57","Alto (> 8 mts)",160,"Grande",-68.8594822042,-32.8880211224,5,"Residencial Sur",2423808.92355,"0","medio"
"14683",22402,"Fresno europeo","15/06/2011 11:39","Medio (4 - 8 mts)",82,"Grande",-68.860945793,-32.8982846372,5,"Residencial Sur",2423808.92355,"0","medio"
"31418",47664,"Morera","08/09/2011 13:30","Muy bajo (1 - 2 mts)",8,"Chico",-68.8291259091,-32.8715131007,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"29909",45374,"Paraiso","15/09/2011 16:50","Alto (> 8 mts)",110,"Grande",-68.8234020947,-32.8725040475,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"25570",38661,"Paraiso","16/12/2010 11:27","Alto (> 8 mts)",210,"Grande",-68.851682229,-32.8706528077,6,"Residencial Norte",2694682.37982,"0","alto"
"21249",32259,"Fresno europeo","29/06/2011 10:02","Muy bajo (1 - 2 mts)",6,"Chico",-68.8513117108,-32.8909834798,5,"Residencial Sur",2423808.92355,"0","bajo"
"17180",26168,"Morera","14/11/2011 17:08","Medio (4 - 8 mts)",50,"Mediano",-68.8298952386,-32.8872871007,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"13229",20286,"Caducifolio","17/05/2011 10:00","Alto (> 8 mts)",230,"Grande",-68.8600335233,-32.8935506418,5,"Residencial Sur",2423808.92355,"0","alto"
